uniprot	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7WH68				1.58E-06		1.29E-06	1.04E-06	1.15E-06	2.83E-06		1.52E-06	1.50E-06
M7X3A0	3.42E-07	2.45E-07	3.25E-07	3.45E-07	5.25E-07	4.82E-07	3.52E-07	3.10E-07	1.02E-06	1.04E-06	4.32E-07	3.23E-07
M7WP05	1.44E-06	1.23E-06		5.60E-07	5.43E-07	6.52E-07	6.12E-07	7.26E-07			8.96E-07	8.04E-07
M7WZV2	5.59E-07	6.63E-07	3.17E-07	2.99E-07	8.81E-07	1.01E-06	4.74E-07	4.90E-07	7.24E-07	6.80E-07	3.77E-07	3.15E-07
M7XFY4	3.36E-07	4.45E-07	1.89E-07	2.21E-07	8.86E-07	9.55E-07	7.07E-07	5.45E-07	1.20E-06	1.25E-06	4.77E-07	4.27E-07
M7WMS6	9.58E-08	1.19E-07	3.34E-08	4.35E-08	1.27E-07	1.71E-07	9.04E-08	7.11E-08	1.97E-07	1.70E-07	7.02E-08	5.91E-08
M7XPF5	4.10E-07	4.14E-07	2.99E-07	1.94E-07	1.86E-07	2.12E-07	2.40E-07	2.03E-07	1.78E-07	2.49E-07	2.95E-07	2.72E-07
M7X8E9				2.39E-07	1.20E-06	1.40E-06	8.52E-07	9.98E-07			3.19E-07	3.07E-07
M7WRV6	4.24E-07	3.82E-07	6.19E-07	5.45E-07	7.58E-07	7.64E-07	5.16E-07	5.69E-07	9.68E-07	9.46E-07	7.58E-07	1.13E-06
M7WYZ8	6.89E-07	1.00E-06	2.64E-07	2.68E-07	2.47E-07	2.65E-07	1.91E-07	1.57E-07	5.26E-07	4.82E-07	1.55E-07	1.49E-07
M7WNW9	7.46E-07	7.14E-07	3.34E-07	2.59E-07	2.21E-06	2.33E-06	4.04E-07	3.71E-07	1.84E-06	1.89E-06	2.55E-07	1.97E-07
M7WQ95	9.70E-07	8.33E-07	4.20E-07	3.55E-07	6.38E-07	7.05E-07	4.59E-07	3.72E-07	1.17E-06	8.94E-07	3.63E-07	3.59E-07
M7WL19	2.20E-07	2.36E-07	7.87E-08	7.24E-08	3.44E-07	3.60E-07	2.61E-07	2.19E-07	4.59E-07	4.02E-07	1.15E-07	1.01E-07
M7WXL7	2.36E-07	2.97E-07	8.82E-08	1.73E-07	1.05E-07	1.63E-07	1.75E-07	1.80E-07	6.31E-07	2.61E-07	2.47E-07	1.80E-07
M7XNX9	3.12E-06	3.86E-06		8.06E-07	8.96E-07	1.03E-06	7.67E-07	6.43E-07	2.10E-06		8.61E-07	7.03E-07
M7WXZ3	7.17E-07	7.70E-07	2.17E-07	2.28E-07	4.41E-07	4.66E-07	3.14E-07	2.40E-07	8.20E-07	7.30E-07	2.70E-07	2.14E-07
M7XF40	4.55E-07	4.81E-07	3.01E-07	2.58E-07	5.32E-07	4.80E-07	2.95E-07	3.20E-07	8.39E-07	9.60E-07	4.00E-07	3.83E-07
M7XLR5	4.93E-07	3.23E-07	1.89E-07	2.75E-07	4.52E-07	4.42E-07	2.69E-07	2.60E-07	8.28E-07	8.66E-07	3.24E-07	2.82E-07
M7XGX3	5.20E-07	4.91E-07	2.62E-07	2.57E-07	3.37E-07	3.54E-07	2.59E-07	1.59E-07	7.07E-07	6.24E-07	3.16E-07	2.68E-07
M7XJ04	1.18E-06	1.15E-06	2.07E-07	1.95E-07	5.56E-07	6.21E-07	4.05E-07	3.73E-07	1.24E-06	1.33E-06	3.03E-07	2.46E-07
M7X318	7.05E-07	7.03E-07	6.66E-07	8.01E-07	4.47E-07	4.50E-07	3.35E-07	3.70E-07		8.37E-07	7.19E-07	6.45E-07
M7X766	7.03E-07	6.78E-07	3.86E-07	3.58E-07	6.04E-07	6.56E-07	4.23E-07	4.22E-07	9.47E-07	8.49E-07	5.25E-07	4.57E-07
M7X4R0	2.52E-07	2.14E-07	8.86E-08	6.02E-08	2.45E-07	3.37E-07	2.34E-07	1.89E-07	4.20E-07	4.48E-07	1.23E-07	9.83E-08
M7WYW5	5.12E-08	4.86E-08	8.42E-08	7.00E-08	3.10E-08	3.22E-08	4.86E-08	9.94E-08	5.13E-07	5.46E-07	5.54E-07	5.11E-07
M7WRR3	5.71E-07	4.89E-07		2.12E-07	8.54E-07	7.02E-07	4.80E-07	3.43E-07			2.07E-07	1.68E-07
M7WVR9	5.47E-07	3.17E-07	1.35E-06	1.77E-06	6.47E-07	7.31E-07	6.89E-07	6.55E-07	6.31E-07	6.99E-07	1.23E-06	9.84E-07
M7X5F0	6.05E-07	5.87E-07	1.69E-07	1.72E-07	2.90E-07	3.70E-07	2.17E-07	2.01E-07	6.16E-07	5.85E-07	1.53E-07	1.31E-07
M7Y0E0		6.53E-07	2.29E-07	1.98E-07	1.78E-06	1.86E-06	1.30E-06	1.13E-06	6.70E-07	4.73E-07	3.05E-07	2.43E-07
M7X458	2.79E-07	2.45E-07	1.50E-07	1.99E-07	2.26E-07	2.55E-07	2.04E-07	1.74E-07	4.27E-07	4.60E-07	2.26E-07	1.86E-07
M7WJV1	2.58E-07	2.66E-07	1.54E-07	1.57E-07	2.75E-07	3.30E-07	2.32E-07	1.99E-07	4.28E-07	4.26E-07	2.23E-07	1.38E-07
M7Y0E4	4.40E-07	3.06E-07	1.84E-07	1.89E-07	2.62E-07	4.28E-07	4.76E-07	6.70E-07	4.79E-07	4.38E-07	3.37E-07	4.01E-07
M7XVS5		5.80E-07	2.77E-07	1.03E-07	4.97E-07	4.96E-07	3.00E-07	2.62E-07	7.59E-07	6.44E-07	1.86E-07	1.45E-07
M7WX33	6.05E-08	8.99E-08	1.21E-07	1.45E-07	1.31E-07	1.44E-07	1.75E-07	1.81E-07			1.74E-07	1.86E-07
M7X0I3	1.38E-07	1.13E-07	1.12E-07	1.69E-07	3.76E-07	3.96E-07	2.74E-07	2.49E-07	4.46E-07	3.28E-07	2.66E-07	1.93E-07
M7XL68		4.68E-07	9.68E-08	4.20E-08	1.18E-06	4.78E-08	4.80E-07	8.65E-08		2.48E-07	8.86E-08	1.79E-07
M7WIA6	4.66E-07	3.84E-07	2.08E-07	2.06E-07	3.21E-07	3.07E-07	1.99E-07	1.82E-07	5.83E-07	5.88E-07	2.33E-07	1.97E-07
M7WSK1	5.86E-07	5.79E-07	3.22E-07	3.39E-07	4.97E-07	4.25E-07	1.76E-07	1.96E-07	1.27E-06	8.00E-07	3.97E-07	3.58E-07
M7WKV3	1.03E-07	3.71E-08	1.02E-07	1.00E-07		1.80E-08	7.10E-08	7.22E-08	9.43E-08	1.35E-07	1.01E-07	4.87E-08
M7XE45	4.63E-07	6.43E-07	2.37E-07	2.20E-07	8.65E-07	9.28E-07	5.89E-07	5.45E-07	5.48E-07	5.51E-07	3.06E-07	2.34E-07
M7XFZ3	3.62E-07	4.12E-07	2.72E-07	2.56E-07	2.80E-07	2.82E-07	2.41E-07	1.96E-07	6.13E-07	5.26E-07	3.66E-07	2.84E-07
M7X6B3	4.44E-07	4.97E-07	5.21E-07	5.00E-07	7.29E-07	6.40E-07	5.39E-07	5.63E-07	1.53E-06	1.36E-06	1.70E-07	5.48E-07
M7WP58	1.06E-06	1.27E-06	5.34E-07	6.93E-07	7.62E-07	7.91E-07	5.51E-07	4.68E-07	1.33E-06	1.46E-06	8.34E-07	6.46E-07
M7WGU3		1.59E-07	4.03E-07	3.65E-07	8.91E-07	9.08E-07	5.85E-07	5.55E-07	8.90E-07	9.71E-07	4.45E-07	4.38E-07
M7XWU8		6.63E-07		4.01E-07	4.41E-07	5.61E-07	3.62E-07	3.58E-07			5.06E-07	4.56E-07
M7WVM1	1.05E-06	1.22E-06	4.60E-07	3.56E-07	1.02E-06	9.57E-07	5.78E-07	4.16E-07	1.21E-06	1.14E-06	3.36E-07	4.03E-07
M7WDG6	7.38E-07	6.84E-07		9.05E-07	9.92E-07	1.03E-06	6.03E-07	5.69E-07	2.00E-06	1.82E-06	1.31E-06	1.25E-06
M7WS52	4.77E-07	5.82E-07	2.48E-07	2.16E-07	3.49E-07	4.23E-07	2.74E-07	2.66E-07	6.28E-07	6.36E-07	2.97E-07	2.23E-07
M7WFP5	1.03E-07	1.23E-07	7.86E-08	7.64E-08	4.87E-08	5.42E-08	6.92E-08	5.53E-08	5.89E-08	5.56E-08	9.36E-08	6.41E-08
M7XG51	3.05E-07	3.64E-07	9.10E-08	9.00E-08	6.89E-07	6.19E-07	3.08E-07	2.31E-07	6.94E-07	6.76E-07	1.54E-07	1.30E-07
M7X1I2		5.89E-07		7.23E-07	1.28E-06	1.36E-06	6.82E-07	5.93E-07	3.10E-06	2.84E-06	1.25E-06	1.07E-06
M7WSR6	1.10E-06	1.10E-06	4.31E-07	4.45E-07	1.23E-06	1.48E-06	7.20E-07	6.74E-07	1.97E-06	1.69E-06	4.45E-07	3.56E-07
M7WS48		6.77E-07		5.95E-07	1.48E-06	1.34E-06	7.79E-07	7.93E-07	2.50E-06	2.30E-06	1.02E-06	8.17E-07
M7XC49	1.17E-07	4.31E-07	1.46E-07	1.57E-07	1.01E-06	1.02E-06	2.87E-07	4.69E-07	1.21E-06	1.17E-06	2.61E-07	1.73E-07
M7WVZ8	1.00E-06	9.72E-07	5.52E-07	5.37E-07	1.47E-06	1.70E-06	1.34E-06	1.15E-06	2.05E-06	2.06E-06	7.93E-07	5.92E-07
M7X520	1.22E-06	1.05E-06	6.32E-07	4.59E-07	1.55E-06	1.71E-06	8.28E-07	7.71E-07	2.25E-06	2.12E-06	4.68E-07	4.54E-07
M7X6Z4	8.09E-07	9.83E-07	3.91E-07	3.92E-07	8.73E-07	1.13E-06	5.94E-07	4.88E-07		1.07E-06	6.27E-07	5.36E-07
M7X7Y2	1.08E-06	9.37E-07	4.47E-07	3.74E-07	9.13E-07	8.86E-07	4.45E-07	3.40E-07	1.76E-06	2.14E-06	4.87E-07	3.83E-07
M7WSD8		6.66E-07		4.35E-07	7.20E-07	8.80E-07	4.42E-07	4.10E-07			7.27E-07	6.38E-07
M7XJD3	4.35E-07	3.32E-07	1.14E-07	1.52E-07	2.93E-07	3.28E-07	2.30E-07	1.71E-07	2.57E-07	2.61E-07	1.30E-07	9.49E-08
M7X2C5	2.50E-07	8.68E-07	5.13E-07	3.78E-07	5.67E-07	6.01E-07	3.96E-07	3.82E-07	9.57E-07	1.01E-06	4.95E-07	4.19E-07
M7WLE9	1.28E-07	9.09E-08		3.67E-08	4.72E-07	5.59E-07	1.91E-07	1.84E-07	5.83E-08	4.26E-08	9.97E-08	1.09E-07
M7WP35	3.98E-07	4.72E-07	1.15E-07	1.43E-07	3.59E-07	4.38E-07	2.70E-07	2.30E-07	6.25E-07	5.86E-07	1.47E-07	1.24E-07
M7X304	2.04E-06	2.24E-06	9.95E-07	7.36E-07	2.35E-06	2.34E-06	1.30E-06	1.35E-06	2.95E-06	2.93E-06	2.26E-06	1.76E-06
M7XL44	3.52E-07	3.73E-07	1.04E-07	1.28E-07	1.57E-07	1.51E-07	1.19E-07	1.03E-07	2.92E-07	3.06E-07	1.25E-07	1.05E-07
M7XQ16	2.49E-07	2.01E-07	1.36E-07	1.30E-07	1.49E-07	1.89E-07	1.27E-07	9.89E-08	3.40E-07	2.87E-07	1.06E-07	8.50E-08
M7XIA0	7.89E-07	6.27E-07	2.50E-07	2.26E-07	1.26E-06	1.44E-06	6.55E-07	5.31E-07			2.54E-07	2.63E-07
M7XGM1	7.38E-07	8.26E-07	3.07E-07	2.74E-07	3.59E-07	3.67E-07	1.99E-07	2.00E-07	9.65E-07	6.99E-07	3.86E-07	2.40E-07
M7XXQ1	9.62E-07	9.77E-07	4.62E-07	5.78E-07	1.30E-06	1.09E-06	7.45E-07	7.46E-07	1.78E-06	2.12E-06	4.36E-07	3.98E-07
M7WVB6	7.90E-07	9.27E-07	2.03E-07	2.46E-07	1.16E-06	9.99E-07	6.02E-07	4.73E-07	1.77E-06	1.49E-06	2.80E-07	2.10E-07
M7WZW7	3.14E-07	3.49E-07	4.82E-07	5.21E-07	5.18E-07	8.07E-07	4.73E-07	5.92E-07	4.74E-07	4.34E-07	4.69E-07	4.43E-07
M7WVW4	1.92E-07	2.23E-07	8.20E-08	8.76E-08	1.47E-07	1.58E-07	9.20E-08	5.63E-08	2.44E-07	2.40E-07	9.30E-08	7.42E-08
M7WU06	4.37E-07	5.17E-07	2.69E-07	2.65E-07	3.20E-07	4.28E-07	2.45E-07	2.16E-07	3.86E-07	3.13E-07	3.02E-07	2.30E-07
M7WCH0	4.85E-07	7.18E-07	4.01E-07	3.61E-07	3.81E-07	3.90E-07	2.85E-07	3.08E-07	7.28E-07	8.28E-07	3.55E-07	3.07E-07
M7XAK9	1.26E-06	1.53E-06		5.75E-07	1.21E-06	1.22E-06	7.06E-07	4.97E-07	1.61E-06	1.66E-06	7.72E-07	6.22E-07
M7X6K7	8.15E-07	8.43E-07	1.69E-07	1.83E-07	9.41E-07	9.25E-07	4.57E-07	3.58E-07	1.37E-06	1.19E-06	1.76E-07	1.61E-07
M7XNR2	5.94E-07	5.27E-07	1.59E-07	2.03E-07	2.81E-07	3.53E-07	2.25E-07	1.84E-07	6.16E-07	5.92E-07	2.31E-07	1.75E-07
M7WYL5		4.80E-07		3.54E-07	5.65E-07	5.67E-07	4.06E-07	3.62E-07	1.00E-06	6.01E-07	7.21E-07	6.76E-07
M7X414	7.28E-07	8.18E-07	4.58E-07	5.04E-07	6.66E-07	6.18E-07	4.48E-07	3.45E-07	1.11E-06	1.01E-06	4.31E-07	3.50E-07
M7WVJ2	8.77E-07	7.78E-07	3.84E-07	3.55E-07	4.55E-07	5.78E-07	3.59E-07	3.13E-07		6.09E-07	3.64E-07	3.06E-07
M7WY79	5.28E-07	5.64E-07	1.53E-07	1.30E-07	3.31E-07	3.29E-07	1.58E-07	1.56E-07	2.89E-07	2.23E-07	1.22E-07	1.45E-07
M7WCI4	3.45E-07	2.69E-07	1.72E-07	2.62E-07	2.49E-07	2.78E-07	2.11E-07	1.78E-07	4.44E-07	4.19E-07	2.28E-07	1.94E-07
M7WZL2	5.87E-07	2.44E-07	4.38E-07	4.49E-07	3.93E-07	3.66E-07	2.45E-07	1.96E-07	8.85E-07	8.60E-07	4.56E-07	3.72E-07
M7X5V2	6.13E-07	7.92E-07		3.61E-07	5.36E-07	4.96E-07	3.51E-07	2.99E-07	1.84E-06		4.90E-07	4.04E-07
M7WDC1	5.28E-07	4.96E-07	9.52E-08	8.92E-08	3.80E-07	3.89E-07	1.56E-07	1.41E-07	9.18E-07	1.07E-06	7.61E-08	7.21E-08
M7WDS9	1.42E-06	1.51E-06	8.72E-07	9.24E-07	1.09E-06	1.21E-06	8.41E-07	7.61E-07	2.20E-06	2.43E-06	1.10E-06	9.36E-07
M7XTV9	1.29E-06	1.31E-06	6.79E-07	6.00E-07	8.40E-07	8.71E-07	6.11E-07	5.64E-07	1.45E-06	1.34E-06	7.22E-07	5.58E-07
M7WMI5	1.83E-06	1.87E-06	1.47E-06	1.68E-06	1.68E-06	1.52E-06	1.29E-06	1.27E-06	2.04E-06	2.35E-06	1.47E-06	1.36E-06
M7X3B8	3.45E-07	3.42E-07	1.31E-06	1.16E-06	1.84E-06	1.64E-06	1.24E-06	1.09E-06	2.14E-06	1.61E-06	1.67E-06	1.69E-06
M7XF55	1.93E-07	1.69E-07	5.12E-08	4.37E-08		8.20E-08	5.94E-08	1.07E-07	1.65E-07	1.77E-07	8.46E-08	6.55E-08
M7XMA7	3.88E-07	2.92E-07	2.53E-07	2.45E-07	2.71E-07	3.88E-07	2.31E-07	2.20E-07	9.10E-07	8.47E-07	3.45E-07	3.18E-07
M7XV13	5.54E-07	5.68E-07	2.84E-07	2.53E-07	3.63E-07	3.41E-07	1.69E-07	1.58E-07	5.50E-07	7.94E-07	2.19E-07	2.06E-07
M7WRB9	5.04E-06	4.17E-06	4.16E-07	5.15E-07	2.30E-06	1.36E-06	1.23E-06	6.74E-07	2.72E-06	1.37E-06	5.51E-07	7.04E-07
M7WMI1	6.65E-07	8.64E-07		9.64E-07	1.04E-06	1.16E-06	6.53E-07	8.89E-07	1.32E-06		7.65E-07	7.46E-07
M7WRV8	5.36E-07	4.77E-07	7.54E-07	3.06E-07	2.17E-07	2.71E-07	2.15E-07	2.13E-07	4.02E-07	4.25E-07	3.76E-07	3.36E-07
M7WLS9	7.41E-07	6.54E-07	2.61E-07	2.06E-07	4.73E-07	4.81E-07	2.28E-07	1.82E-07	9.71E-07	9.51E-07	1.50E-07	1.22E-07
M7X1S1	5.97E-07	6.41E-07		3.99E-07	4.85E-07	7.16E-07	4.39E-07	4.70E-07	1.20E-06	1.10E-06	1.10E-06	9.28E-07
M7X586	4.36E-07	7.26E-07	3.86E-07	3.22E-07	3.60E-07	3.70E-07	3.52E-07	3.18E-07		5.37E-07	3.90E-07	4.28E-07
M7X3R7		1.80E-06	1.90E-06	1.46E-06	1.69E-06	2.29E-06	1.69E-06	2.33E-06	5.64E-06	1.27E-06	1.53E-06	6.39E-07
M7X8V9	5.68E-07	5.03E-07	3.07E-07	3.06E-07	4.79E-07	5.16E-07	3.07E-07	2.78E-07	7.52E-07	7.47E-07	3.26E-07	2.99E-07
M7WVN0	4.58E-07	4.46E-07		2.24E-07	2.36E-07	2.28E-07	1.51E-07	1.45E-07	1.63E-07		1.22E-07	1.26E-07
M7X6W8	6.48E-07	5.94E-07		2.32E-07	1.26E-06	1.52E-06	1.22E-06	1.31E-06	6.66E-07	7.27E-07	4.90E-07	4.62E-07
M7XG83	5.79E-07	6.05E-07	3.62E-07	4.48E-07	4.14E-07	3.36E-07	3.08E-07	3.54E-07	5.74E-07	5.69E-07	6.34E-07	4.99E-07
M7WXH9	9.77E-07	6.82E-07	4.39E-07	3.68E-07	3.99E-07	4.66E-07	3.29E-07	2.67E-07	8.43E-07	7.92E-07	3.73E-07	3.05E-07
M7WUR1	2.91E-07	2.65E-07	1.35E-07	1.08E-07	3.24E-07	3.67E-07	3.12E-07	2.54E-07	5.03E-07	6.05E-07	1.28E-07	1.17E-07
M7X0R3	7.47E-07	7.84E-07	4.67E-07	4.77E-07	7.76E-07	8.00E-07	5.82E-07	5.42E-07	1.47E-06	1.55E-06	6.97E-07	6.14E-07
M7X939	1.76E-06	2.78E-06			1.09E-06	1.51E-06	1.00E-06	8.22E-07	3.21E-06			
M7X2V7	5.21E-07	4.00E-07	1.82E-07	1.29E-07	6.36E-07	6.98E-07	3.45E-07	2.92E-07	8.54E-07	8.50E-07	1.97E-07	2.07E-07
M7WL93	4.62E-07	5.14E-07	1.71E-07	1.78E-07	2.62E-07	2.76E-07	1.97E-07	1.62E-07	4.89E-07	5.32E-07	1.87E-07	1.61E-07
M7XMK1	3.81E-07	3.89E-07	1.38E-07	1.27E-07	1.49E-07	2.13E-07	1.70E-07	1.23E-07	3.30E-07	2.06E-07	1.47E-07	1.14E-07
M7WFF1	8.80E-07	6.74E-07	2.32E-07	2.11E-07	9.17E-07	8.77E-07	4.70E-07	4.21E-07	1.22E-06	1.21E-06	4.66E-07	4.43E-07
M7X7R6	9.96E-07	1.10E-06	4.51E-07	4.51E-07	7.78E-07	9.43E-07	4.87E-07	4.10E-07	1.22E-06	1.12E-06	5.71E-07	5.00E-07
M7WM43	2.80E-07	2.01E-07	1.29E-07	1.16E-07	1.36E-07	1.52E-07	1.12E-07	9.53E-08	3.83E-07	2.92E-07	1.14E-07	9.67E-08
M7XPI9	7.04E-07	4.74E-07		2.23E-07	1.02E-06	9.35E-07	4.65E-07	3.86E-07	1.26E-06	1.34E-06	2.27E-07	3.13E-07
M7WCV9	3.75E-07	1.81E-07	3.43E-07	3.19E-07	6.65E-07	7.11E-07	3.50E-07	2.92E-07	1.28E-06	1.18E-06	3.63E-07	3.09E-07
M7WYU1	2.82E-07	2.29E-07	1.15E-07	1.00E-07	6.02E-07	7.27E-07	3.83E-07	3.45E-07	1.31E-06	1.05E-06	1.43E-07	1.54E-07
M7WYT7	5.73E-07	4.82E-07	6.41E-07	6.69E-07	2.18E-06	2.29E-06	1.58E-06	1.29E-06	2.38E-06	2.08E-06	1.14E-06	1.17E-06
M7X8Y2	5.27E-08	5.39E-08	2.63E-08	1.86E-08	1.36E-07	1.16E-07	8.39E-08	7.85E-08	1.80E-07	2.17E-07	3.24E-08	3.04E-08
M7XZN8	2.27E-07	3.41E-07	2.41E-07	1.91E-07	2.69E-07	3.56E-07	2.51E-07	2.34E-07	4.81E-07	3.56E-07	2.52E-07	1.82E-07
M7WD04	2.47E-07	1.95E-07	3.47E-07	8.55E-08	1.73E-07	1.89E-07	1.13E-07	1.04E-07	2.18E-07	2.61E-07	1.22E-07	9.28E-08
M7WRY8	5.38E-07	3.51E-07	1.74E-07	1.94E-07	5.90E-07	5.81E-07	2.32E-07	2.77E-07	2.68E-07	2.56E-07	1.56E-07	1.26E-07
M7WJ39		1.39E-06		7.03E-07	9.62E-07	1.07E-06	6.87E-07	7.76E-07	9.92E-07		1.54E-06	1.39E-06
M7Y0N8	3.11E-07	4.02E-07	1.38E-07	1.55E-07	9.71E-08	1.35E-07	1.46E-07	1.39E-07	3.90E-07	2.86E-07	1.31E-07	1.07E-07
M7XE78	2.08E-07	2.21E-07	8.94E-08	7.44E-08	1.30E-07	1.21E-07	8.82E-08	8.78E-08	2.34E-07	2.28E-07	9.11E-08	7.21E-08
M7WUW8	1.24E-06	1.41E-06	9.10E-07	9.05E-07	9.48E-07	1.01E-06	7.08E-07	9.53E-07	8.31E-07	8.63E-07	1.00E-06	9.71E-07
M7X7C0	5.66E-07	6.21E-07	2.33E-07	2.68E-07	2.15E-07	2.42E-07	1.44E-07	1.57E-07	3.11E-07	2.85E-07	4.14E-07	1.69E-07
M7XJX0	7.05E-07	8.36E-07	1.95E-07	1.82E-07	2.37E-07	2.92E-07	1.97E-07	1.89E-07	5.13E-07	5.30E-07	2.33E-07	1.51E-07
M7XDY6	2.31E-07	3.09E-07	1.80E-07	1.24E-07	1.96E-07	2.34E-07	1.35E-07	1.23E-07	3.59E-07	3.35E-07	1.26E-07	1.08E-07
M7X226	6.05E-06	8.31E-06	1.18E-05	1.22E-05	5.98E-06	6.24E-06	6.51E-06	7.47E-06	3.05E-06	2.27E-06	2.05E-05	1.26E-05
M7WQD1	9.09E-07	1.24E-06	5.05E-07	4.30E-07	5.34E-07	6.20E-07	4.59E-07	4.78E-07	1.19E-06	9.98E-07	5.45E-07	4.19E-07
M7XB28	3.92E-07	4.27E-07	1.90E-07	1.83E-07	2.15E-07	2.43E-07	1.80E-07	1.64E-07	4.50E-07	4.66E-07	2.03E-07	1.88E-07
M7XGP2	4.22E-07	2.93E-07	2.06E-07	2.17E-07	2.69E-07	2.69E-07	1.97E-07	1.99E-07	5.44E-07	4.77E-07	1.95E-07	2.02E-07
M7XI48	2.67E-07	4.36E-07	2.81E-07	2.16E-07	3.19E-07	3.30E-07	2.71E-07	2.26E-07	6.79E-07	6.76E-07	2.44E-07	2.35E-07
M7XFS8	1.18E-06	1.54E-06		4.73E-07	7.48E-07	8.04E-07	6.98E-07	4.86E-07	1.38E-06	7.95E-07	5.42E-07	3.56E-07
M7WVP5	7.16E-07	7.22E-07	4.31E-07	3.19E-07	7.07E-07	7.42E-07	4.21E-07	4.40E-07	1.40E-06	1.29E-06	4.43E-07	4.03E-07
M7XEW0	3.85E-07	3.71E-07	1.10E-07	1.09E-07	5.04E-07	4.48E-07	2.79E-07	2.19E-07	7.99E-07	7.29E-07	7.97E-08	9.24E-08
M7WJJ1	4.12E-07	3.62E-07	1.81E-07	2.26E-07	1.68E-07	1.79E-07	1.46E-07	1.36E-07	3.45E-07	3.54E-07	2.08E-07	1.42E-07
M7XDI7		2.24E-08	4.60E-09	2.03E-08			1.43E-08	2.92E-08		2.09E-08	3.70E-08	4.16E-08
M7XH21	2.44E-07	2.69E-07	1.07E-07	1.07E-07	2.18E-07	1.91E-07	1.41E-07	1.29E-07	3.91E-07	3.50E-07	1.52E-07	1.16E-07
M7XLA9	1.92E-07	2.38E-07	6.75E-08	7.27E-08	1.19E-07	1.37E-07	8.36E-08	6.36E-08	1.74E-07	1.64E-07	6.19E-08	5.21E-08
M7XHZ2	7.60E-07	6.88E-07		6.34E-07	4.90E-07	6.82E-07	4.22E-07	3.99E-07	9.42E-07	7.12E-07	9.80E-07	9.31E-07
M7X683	8.14E-07	1.23E-06		5.37E-07	5.46E-07	5.52E-07	4.44E-07	3.24E-07	6.58E-07	6.72E-07	6.63E-07	5.72E-07
M7XMS6	2.77E-07	2.49E-07	9.58E-08	9.13E-08	1.05E-07	1.22E-07	9.47E-08	7.85E-08	2.16E-07	2.27E-07	9.51E-08	6.91E-08
M7WLK5	5.56E-07	6.71E-07	1.26E-07	1.14E-07	4.21E-07	4.65E-07	2.40E-07	2.15E-07	4.64E-07	5.05E-07	1.14E-07	8.53E-08
M7XUB5		4.44E-07	8.68E-08	9.01E-08	6.58E-07	5.83E-07	2.61E-07	2.45E-07		6.39E-07	1.19E-07	9.29E-08
M7WWQ5	2.21E-07	1.34E-07	1.74E-07	1.15E-07	1.84E-07	2.10E-07	1.45E-07	1.27E-07	3.34E-07	1.90E-07	1.37E-07	1.10E-07
M7WP96		7.95E-07	3.37E-07	3.33E-07	4.13E-07	4.29E-07	2.94E-07	2.97E-07	7.20E-07	8.93E-07	3.20E-07	2.68E-07
M7WMD7	5.29E-07	5.60E-07	1.49E-07	1.36E-07	1.60E-07	2.18E-07	1.51E-07	1.57E-07	1.90E-07	1.80E-07	2.29E-07	1.28E-07
M7WT61	1.74E-07	1.72E-07	1.00E-07	1.17E-07	1.81E-07	1.58E-07	1.10E-07	1.06E-07	4.27E-07	4.47E-07	1.81E-07	1.15E-07
M7XQN3	2.53E-07	1.86E-07	1.15E-07	1.01E-07	1.92E-07	2.23E-07	1.53E-07	1.35E-07	2.96E-07	3.34E-07	1.25E-07	1.07E-07
M7XH83	5.66E-07	8.84E-07	3.19E-07	2.45E-07	2.84E-07	2.97E-07	2.43E-07	2.06E-07	5.87E-07	5.34E-07	2.73E-07	2.55E-07
M7XNF6	7.39E-07	5.74E-07	4.22E-07	5.40E-07	4.78E-07	5.40E-07	2.70E-07	3.49E-07		6.34E-07	6.47E-07	5.53E-07
M7WLI2	1.73E-06	1.82E-06	6.55E-07	8.79E-07	1.28E-06	1.36E-06	9.39E-07	8.20E-07	2.12E-06	2.40E-06	1.07E-06	8.01E-07
M7XQG8	8.76E-08	7.65E-08	4.97E-07	5.17E-07	4.58E-07	4.94E-07	3.78E-07	3.26E-07	7.24E-07	6.81E-07	7.89E-07	6.56E-07
M7XQA4	1.86E-07	1.48E-07	5.37E-07	5.55E-07	9.36E-07	9.37E-07	5.23E-07	3.93E-07	1.38E-06	1.37E-06	9.67E-07	9.38E-07
M7XSM0	2.98E-07	2.59E-07	1.38E-07	9.87E-08	1.12E-07	1.74E-07	1.01E-07	1.06E-07	2.36E-07	2.34E-07	9.99E-08	8.62E-08
M7WVV7		8.15E-07		1.48E-07	6.66E-07	8.31E-07	5.78E-07	5.39E-07			8.99E-07	7.91E-07
M7XR65	1.01E-07	7.87E-08	1.40E-07	1.32E-07	1.54E-07	1.81E-07	1.45E-07	1.35E-07	2.37E-07	2.68E-07	1.78E-07	1.42E-07
M7XJY8	3.35E-07	2.30E-07	2.92E-07	4.07E-07	8.39E-07	8.46E-07	5.65E-07	4.30E-07	3.09E-07	2.86E-07	2.27E-07	4.36E-07
M7X4N1		1.51E-07		8.42E-07	1.48E-06	1.67E-06	1.10E-06	1.09E-06			2.49E-06	2.46E-06
